title,URL,synopsis,genre,score
Transformers Superlink,https://myanimelist.net/anime/927/Transformers_Superlink,"It has been 10 years since the fateful battle with Unicron. Many of the Decepticons who fought in the battle against Unicron have joined forces with the Autobos to mine for Energon, an alternate energy source. But a new source of evil has a risen, Alpha Q who plans to steal the Energon from the Autobots with the help of Scorponok and the Terrorcons. This new evil is trying to revive Megatron and Unicron in order to rekindle the old flames of war. 

(Source: ANN)","Sci-Fi, Adventure, Space, Mecha",6.21
Dan Doh!!,https://myanimelist.net/anime/234/Dan_Doh,"Dandoh was playing a baseball game with friends Yuka and Kohei and hits a wild fly ball which crashes into the principal's potted plants. Rather than getting mad, the principal admires Dandoh's swing and introduces him to the world of golf. It's now an adventure in golf as Dandoh is under the watchful eye of a former pro-golfer. They enter a tournament together and play for a shot at the national championships.

(Source: ANN)","Adventure, Sports, Shounen",6.7
Tetsujin 28-gou (2004),https://myanimelist.net/anime/2337/Tetsujin_28-gou_2004,"In post-WWII Japan, Prof. Shikishima has built up Shikishima Industries to be a technological powerhouse, working on developing robots. However, at the heart of their success lurks a dark secret from the war, something that cost the life of Prof. Kaneda, the mentor of Prof. Shikishima. Now Kaneda's son, Shoutarou, is about to learn the truth, and it will change him forever. 

(Source: ANN)","Sci-Fi, Adventure, Historical, Drama, Mecha, Shounen",7.34
Atashin'chi,https://myanimelist.net/anime/3006/Atashinchi,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuusuke and Mikan. Wacky humor about this weird family's daily life.

(Source: AniDB)","Comedy, Slice of Life",7.23
Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life.

(Source: ANN)","Comedy, Kids, School, Slice of Life",7.21
Legendz: Yomigaeru Ryuuou Densetsu,https://myanimelist.net/anime/1590/Legendz__Yomigaeru_Ryuuou_Densetsu,"When a crafty toy company ""Wiz"" also known in this show as Dark Wiz Company, finds crystals with the faint DNA of monsters known as ""Legendz"" are found and made into a battle game.

A young boy named Shu receives one these crystals known as ""soul figures"" from his father after a baseball game. Legendz rapidly became popular and more and more children played it. Wiz employeys start to track down Shu for his special soul figure, for his soul figure can revive real legendz not just the little kiddy digital images! How will Shu fight his way to victory and claim this soul figure as his own?

(Source: TV.com)","Action, Adventure, Fantasy, Comedy",7.26
Kaiketsu Zorori,https://myanimelist.net/anime/3638/Kaiketsu_Zorori,"Adapted from the popular storybooks of the same name by Yutaka Hara, Kaiketsu Zorori follows the adventures of a scheming fox named Zorori, who is determined to become the King of Mischief with his very own castle and beautiful bride.  Although Zorori is notorious for his pranks and tricks, his conniving plots often backfire and end up helping his targets, and despite appearing to be villainous and immoral, he is actually caring and sentimental.  Nevertheless, Zorori has the wits, intelligence, and dexterity to always find a solution out of the most hopeless of situations.  Travelling with a pair of twin boar bandits, Ishishi and Noshishi, he continues on his journey to make his deceased mother proud.","Adventure, Comedy",7.08
Panda-Z: The Robonimation,https://myanimelist.net/anime/2234/Panda-Z__The_Robonimation,"Panda-Z chronicles the misadventures of Pan Taron and his giant robot Panda-Z, as they battle the evil Skull Panda and his Warunimal forces.

(Source: ANN)","Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",6.31
Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. 

(Source: ANN)","Comedy, Kids, Fantasy",6.48
Domo-kun,https://myanimelist.net/anime/7643/Domo-kun,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life.

As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.","Slice of Life, Comedy, Kids",6.36
Get Ride! AMDriver,https://myanimelist.net/anime/1574/Get_Ride_AMDriver,"In the future, human beings are attacked by beings called the Bug-chine, which appeared a few years back. No normal human weapon can defeat the Bug-chine, but there is hope. It is the AMDrivers that will save the earth. They are solders using the latest ""AM Technology"". With overwhelming power, they will beat the Bug-chine one after another and become heroes, as well as capture the hearts of their fans.

(Source: ANN)","Adventure, Mecha, Sci-Fi, Shounen",6.24
Ojarumaru,https://myanimelist.net/anime/4459/Ojarumaru,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","Adventure, Comedy, Kids, Fantasy",6.31
Croket!,https://myanimelist.net/anime/5071/Croket,"The ""Forbidden Treasure"" is an extraordinary artefact who can grant any wishes. The people seeking it are called the Bankers, and our hero, Corokke, is one of them.","Action, Adventure, Comedy, Fantasy",6.92
Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club,This anime was running almost 20 years and has over 1800 episodes.,"Slice of Life, Comedy",5.6
Knyacki!,https://myanimelist.net/anime/7505/Knyacki,"Two caterpillars investigate objects on a kitchen counter while searching for food. One of them finds a piece of pasta and is intrigued by the fact that there's a hole in the middle.

They are having fun until a big mean caterpillar arrives. It's time for a major show down...","Comedy, Kids, Drama, Fantasy",6.29
The Marshmallow Times,https://myanimelist.net/anime/7955/The_Marshmallow_Times,"The series focuses on 7 children and a sheep-like character. Together, they work together as a team and hang out together. They wear various fashion through the series. They also have different colored hair. Sandy, a girl who has a pet sheep-like character named Cloud and 6 other children, Jasmine, Lime, Basil, Clove, Nattsu, and Cinnamon, became friends, they become a news reporter team. Each episode has the children dressed in various clothes.

(Source: ANN)",Slice of Life,
Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou,"Shimajiro a tiger boy, Mimirin a rabbit girl, Torippii a parrot boy, Ramurin a sheep girl has an adventure in challenge island where they live.","Adventure, Comedy, Fantasy, Kids, Magic",6.05
Zettai Zetsumei Dangerous Jiisan (2004),https://myanimelist.net/anime/10987/Zettai_Zetsumei_Dangerous_Jiisan_2004,"Grandpa Danger is a world where the great protector is Grandpa Danger! He's an expert at falling off of cliffs, dealing with a principal who suffers from a severe inferiority complex, and escaping the hidden dangers of sleep! He's a nonsensical, utterly disgusting, relentless prankster. Grandpa Danger's excessive phlegm and farts frustrate Grandson to hilarious extremes, and make you laugh until your stomach splits!

(Source: AniDB)","Comedy, Kids",
Sore Ike! Zukkoke Sannin-gumi,https://myanimelist.net/anime/11497/Sore_Ike_Zukkoke_Sannin-gumi,"Based on Nasu Masamoto's Zukkoke Sannin-gumi juvenile novels series.

The main characters are 6 grade boys, Hachibei, Hakase, and Mo-chan. This anime shows their adventures.

(Source: AnimeNfo)","Comedy, Kids, School",
Robot Pulta,https://myanimelist.net/anime/29375/Robot_Pulta,Stop-motion animation about robots; though mainly focusing on Pulta a white square robot.,"Adventure, Comedy, Kids, Mecha",
Deko Boko Friends,https://myanimelist.net/anime/27551/Deko_Boko_Friends,"The creators of Deko Boko Friends, Maruyama Momoko and Kuwamoto Ryoutarou (m&k), have a fervent wish - they would like to see children grow into adults who live harmoniously with individuals representing a variety of backgrounds and personalities.

The twelve characters represent 12 types of personality traits. Each character is an amalgamation and condensation of traits found in a variety of people. The creators would like to see children develop tolerance and a broad-minded mental outlook that would enable them to accept each person they encounter. The concept uses the element of surprise to introduce this series of animated short stories. Each animated short focuses on one character and brings his or her strong personality trait to life. 

(Source: AniDB)","Comedy, Kids",
Pants Pankurou,https://myanimelist.net/anime/10953/Pants_Pankurou,"A series of minute-long animated shorts that aired on Japanese public television. Aimed at toddlers and young children, the comedic series is mostly about toilet training.","Slice of Life, Comedy, Kids",
Morizo to Kikkoro,https://myanimelist.net/anime/12613/Morizo_to_Kikkoro,"Morizo and Kikkoro are the official mascot characters of EXPO 2004 Aichi, Japan. They are fairies of forest, they teach us the strength and beauty of nature that we tend to forget. The EXPO will be held on Kasho Forest in Seto, where Morizo and Kikkoro, the fairies of forest, are living. Morizo is an old and knowledgeable creature that has been living for thousands years. Kikkoro was a child of forest born little before, and he likes Kikkoro very much He is curious about everything he sees, and his daily lives are full of wonders.

(Source: AnimeNfo)",Kids,
Bip to Bap,https://myanimelist.net/anime/29373/Bip_to_Bap,CG anime about Bip and Bap who are a boy detective and a talented frog. They go on wild adventures that usually revolve around a thief.,"Kids, Adventure",
Aqua Kids,https://myanimelist.net/anime/34249/Aqua_Kids,The polar ice caps have melted due to global warming. The human race has been stuck on one island as the marine life begins to evolve. Kids use a submarine and the help of their robot companions to explore the depths and come upon an ancient secret underwater civilization with treasure. It's a new hope for the human race to live under water but a money hungry real-estate tycoon stands in their way of peace.,"Adventure, Kids",
Tick & Tack,https://myanimelist.net/anime/29369/Tick___Tack,Tick & Tack are very good friends who get caught up in mysterious events that let them make friends along the way.,"Kids, Fantasy",
Jam the Housnail,https://myanimelist.net/anime/29367/Jam_the_Housnail,"Claymation series about a family of ""housnails"" (portmanteau of house and snail) focusing on Jam, the elementary school aged housnail.","Adventure, Kids",
Hunter x Hunter: Greed Island Final,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final,"Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.","Action, Adventure, Super Power, Fantasy, Shounen",8.31
Re: Cutey Honey,https://myanimelist.net/anime/151/Re__Cutey_Honey,"A mysterious organization known as Panther Claw make their presence known by terrorizing Tokyo and giving the cops a run for their money. Police are further baffled by the appearance of a lone cosplaying vigilante who thwarts all of Panther Claw's evil schemes before disappearing. That cosplayer is Honey Kisaragi, the result of the late Professor Kisaragi's prize experiment. A master of disguise, Honey can magically alter her physical appearance and outfits. But with a push of the heart-shaped button on her choker, she transforms herself into Cutie Honey, the scantily-clad, sword-wielding warrior of love and justice.

(Source: ANN)","Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",7.13
Kaleido Star: Aratanaru Tsubasa - Extra Stage,https://myanimelist.net/anime/428/Kaleido_Star__Aratanaru_Tsubasa_-_Extra_Stage,"Sora Naegino has finally consolidated herself as Kaleido Stage's greatest star ever, and a new star starts to shine as Rosetta Passel is selected to participate in the next attraction in a main role. But when things start to go wrong in the rehearsals, Rosetta starts to question her abillity to take the role, as her own capacity to remain in Kaleido Stage. Meanwhile, Fool also struggles with his demons from the past.","Adventure, Comedy, Sports, Drama, Shoujo",7.56
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,https://myanimelist.net/anime/1917/Mobile_Suit_Gundam_MS_IGLOO__The_Hidden_One_Year_War,"The year is Universal Century 0079. Oliver May is a technical officer in the Zeon 603rd Technical Evaluation Unit , in charge of testing new military technology. Stationed in the Jotunheim, a civilian transport ship that was converted into military use, Oliver must head into battle and experience the One Year War, only this time from the perspective of a weapon tester who struggles to make an impact on an evolving war during changing times. 

(Source: ANN)","Mecha, Military, Sci-Fi, Space",6.74
Mahou Sensei Negima!: Introduction Film,https://myanimelist.net/anime/3948/Mahou_Sensei_Negima__Introduction_Film,"Before the beginning of the series, three OVAs were produced for the sole purpose of introducing the characters. The first two were released on DVD bundled with two drama CDs, with the third being sold separately. It is unknown if these will ever be released outside of Japan.

The first OVA is a re-enactment of the first chapter, where Negi first learns of his job as a teacher and is introduced to the students of Mahora Academy 2-A. It ends with profiles of the Baka Rangers (Asuna, Makie, Yue, Ku Fei and Kaede) as well as Ayaka. Asuna is the only girl in the class that doesn't have romantic feelings for Negi.

The second OVA is a re-enactment of the ""love potion"" incident of chapter 2, with profiles at the end of Nodoka, Konoka, the cheerleaders (Misa, Madoka, Sakurako) as well as Kazumi.

The third OVA is a re-enactment of chapter 13: Negi's Mahora tour with the Narutaki twins. The tour shows Negi to several of the students (Yuna, Akira, Chao, Satsuki, Satomi, Chizuru, Natsumi, Zazie) as well as others that he ends up missing (Sayo, Evangeline, Chachamaru, Chisame, Misora, Ako). After being chewed out by Haruna for completely skipping her, a final scene introduces Setsuna and Mana, keeping watch from something on campus.

(Source: Wikipedia)","Action, Harem, Comedy, Supernatural, Romance, Ecchi",6.71
Honoo no Mirage: Minagiwa no Hangyakusha,https://myanimelist.net/anime/1020/Honoo_no_Mirage__Minagiwa_no_Hangyakusha,"Takaya was sent to Kyoto to investigate the re-awakening of Ikko sect and Araki Murashige, a member of the Ikko sect who deserted the clan.With the help of his vassal Haruie, Takaya is finally successful in tracing Araki who hunts down a 400-years-old mandala (Buddhist artifact for meditating) that was made of the hair of the deceased Araki clansmen. Unfortunately, by the time they meet, Haruie recognizes Araki as Shintarou, her lover in her past-life. Takaya orders her to eliminate Araki, who is a threat, but will she be able to do it. Furthermore Takaya finally meets Naoe... 

(Source: ANN)","Action, Romance, Supernatural, Historical, Drama, Shoujo, Shounen Ai",6.94
Kishin Houkou Demonbane,https://myanimelist.net/anime/766/Kishin_Houkou_Demonbane,"Lily Bridge, a young journalist, arrives at Arkham City, hoping to find a big scoop. However, with all the strange things occuring around the city, only the exceptional findings are news-worthy, such as the mysterious mecha known as Demonbane. However, upon finding a small piece of machinery that seemed to be connected with the Hadou Combine, Lily is determined to find the truth. Little does she know, she enters into a dark world, involving herself with Demonbane and the powerful forces that control the city.

(Source: ANN)","Comedy, Drama, Mecha, Sci-Fi",6.09
Hana no Joshi Announcer: Newscaster Etsuko,https://myanimelist.net/anime/2955/Hana_no_Joshi_Announcer__Newscaster_Etsuko,"Etsuko Yamanobe is the most popular newscaster at Tokyo Flower Television thanks to her blatant disregard for morals and ethics. To beat her competitors, this crafty woman will resort to even the shadiest, most questionable methods. She has eyes only for fame and fortune, with everything—and everyone—else being secondary.

During a slow week, Etsuko catches wind of an ongoing hostage situation: Marude Damesuke has recently been fired and is seeking revenge by taking out his anger on his former boss' daughter, Mayumi Wakabayashi. Etsuko hurries to the scene, but is upset to discover that the situation between Damesuke and the police has reached a standstill. With both sides too afraid to take action, Etsuko creates her own scenario—even if it means using her body and the lives of others.",Hentai,6.49
Ichigeki Sacchuu!! Hoihoi-san,https://myanimelist.net/anime/932/Ichigeki_Sacchuu_Hoihoi-san,"The time is the near future. Cockroaches and other household pests have become immune to all forms of insecticides. In response to this crisis, a Japanese company has created small, doll-like, insect exterminating robots called Hoi Hoi-san. A competing company has also released their own version, Combat-san. Because of their adorable appearance, these little robots have become somewhat of a phenomenon and have gained many fans. Late at night, in the home of one such fan, Hoi Hoi-san and Combat-san search for insects to exterminate... but Combat-san is not above trying to exterminate Hoi Hoi-san while she's at it.","Comedy, Sci-Fi, Slice of Life",6.08
Discode: Ijou Seiai,https://myanimelist.net/anime/3324/Discode__Ijou_Seiai,"Based on a game by Courreges.

Futaba is a high school girl who has a strong sexual desire and she plays with herself at any place and anytime.

However, she has a dark secret that no one knows... 

(Source: AnimeNfo)",Hentai,6.34
Nurse Witch Komugi-chan Magikarte Z,https://myanimelist.net/anime/921/Nurse_Witch_Komugi-chan_Magikarte_Z,Sequel to the first series.,"Comedy, Parody, Magic",6.7
Angelium,https://myanimelist.net/anime/2436/Angelium,"Zeus was an omniscient and omnipotent god who rules Heaven where gods lived. However, he was a pervert who had a wish to flirt with young angels not being known by his wife, Hera. 

He came up with an idea to make use of the promotion examination took place every three years. Three angels, Yu, Miki, and Chado-ko came down to the earth to take the exams. When they began to work as part-time jobs at the flower shop, the severe trials occurred one after another. 

Zeus was taking care of them secretly. However it’s not from his kindness, but from his pervert desire. But, his activities were known in the lower world... 

(Source: AniDB)",Hentai,5.93
Black Gate: Kanin no Gakuen,https://myanimelist.net/anime/2145/Black_Gate__Kanin_no_Gakuen,"Narifumi Hosokawa prepares for his high school's culture festival with the Kadomori twins, Shizuku and Kasumi. While everyone is distracted, Shizuku decides to open a mysterious gate through the use of magic and travel to an alternate world. She has broken the oath of her family's heritage, as to protect the Black Gate from those who seek the enormous power that lies within the world. The remaining defenders of the Black Gate, consisting of female students and a female teacher, must travel through to the other side and return before any distruptions come to either dimension. However, Narifumi accompanies the group and Shizuku is waiting for them with some new allies. 

(Source: ANN)","Fantasy, Hentai, Supernatural",5.91
Yakin Byoutou Ni,https://myanimelist.net/anime/1388/Yakin_Byoutou_Ni,"An elite doctor Kuwahara couldnt forget his thought toward Nanase Ren, whom he had loved in his youth. Then he changed the hospital to work one after another to look for her, and finally he met her again at the St. Cattleya Hospital. However, her attitude was remote and his love couldnt be fulfilled. To make the matter worse, he received photograph on which Ren was molested. Ren had been turned into a lewd woman by Hirasaka by the woman body experiment when she was at the St. Julianna Hospital. He was disappointed and he lost his mind. Kazama Mana who was a nurse of the gynecology and obstetrics section, loved Kuwahara, and she resembled Ren. Taking advantage of her thoughts, Kuwahara raped her and deprived her virginity shouting the name of Ren.

(Source: AnimeNfo)",Hentai,6.17
Tokineiro,https://myanimelist.net/anime/2862/Tokineiro,"I woke up to find I was in an old house deep in the snowy mountains. They said I was carried into there with my head being bruised. There were a mistress, who was surrounded by books and pictures and loved camera, and the four maids who smiled sadly. They seemed to know everything. However, I couldn’t remember anything.

“You brought the time into this house where time had stopped”.

The gear began to work as if it was led by the folklore of spiriting away talked in the candle light. At midnight, the big clock that had stopped for decades rang thirteen times.

When a dark blue shadow crawled out from the depth of the well were wandering around, snivel of the maids came in the dark. Was it an ecstasy or else?

(Source: AnimeNfo)",Hentai,5.17
Yuuguu Settai: Kotou no Gokuraku e Youkoso,https://myanimelist.net/anime/1788/Yuuguu_Settai__Kotou_no_Gokuraku_e_Youkoso,"Riku Ohmi can fool every girl some of the time, he can fool some girls all of the time, and he can fool all the girls into his bed at the same time. Riku was asked to help with the girl's swim team's summer training when he finds some dirty videos of the girls, Yoshino, Nagisa, and Matsuri. Not content to stick with the videos, he uses them as a leverage to score some real action.

(Source: ANN)",Hentai,5.67
Shin Saishuu Chikan Densha,https://myanimelist.net/anime/2276/Shin_Saishuu_Chikan_Densha,"Track two is now boarding. Some towns have legends of haunted houses or underground communities in the sewers. But in Takumi's town, the ultimate urban legend is the Midnight Sleazy Train. Desperate for a spot on the train, Takumi waits by the station after hours. But he finds that you can't just buy a ticket. Only by bringing the perfect female guest can you ensure permission to come aboard.

(Source: ANN)",Hentai,6.45
Chikansha Thomas,https://myanimelist.net/anime/3105/Chikansha_Thomas,"Tohyama Masuo, who was called Thomas, was dull guy and out of work. When he was going to look for the job, he met Tachibana Ayane, a woman of his type, in a crowded train. Her refreshing smell made him so excited that he found himself touching her on her hip. This was the beginning of his pervert activities. With his technique, he gave sexual pleasure to women all over the place.",Hentai,6.05
"Azusa, Otetsudai Shimasu!",https://myanimelist.net/anime/2309/Azusa_Otetsudai_Shimasu,"The Karugamo High School Baseball Team has not been doing well. After losing badly to the Eagles, many of the players leave, and the team now has only eight players, one too few to play a game. 

Going against his principles, the main character Harumaki Shunpei decides to buy a baseball robot. However, since he does not have enough money, he ends up buying the maid robot named Azusa. Even though Azusa has a warm heart and strong determination, it doesn't appear that she stands a chance against her adversaries who were top-of-the-line baseball robots. The team's only hope seems to lie in a secret buried within Azusa's clouded past.","Comedy, Sci-Fi, Slice of Life, Sports",6.22
Cosplay Complex: Extra Identification,https://myanimelist.net/anime/983/Cosplay_Complex__Extra_Identification,The Extra Identification episode will allow you to match the different costumes in the series to the anime series they are from.,Comedy,5.82
Mashou no Kao,https://myanimelist.net/anime/3582/Mashou_no_Kao,"Keiichi Hayama always dreamed about hot sex with his childhood sweetheart, but one day she transformed in his dream into a mysterious beauty with perfect breasts and a seductive eyes. The next afternoon, Keiichi came back from school to find that very same woman masturbating in his room! 

His mother introduces her as Reika. Since her parents died in a car accident, Reika has been taken in by Keiichi's family. But Keiichi knows there's some dark truth behind this woman, and he has a hunch his prophetic dream wasn't a dream at all.",Hentai,6.16
Chikan Juunin-tai The Animation,https://myanimelist.net/anime/4562/Chikan_Juunin-tai_The_Animation,"There are nine men and a single woman called ""Chikan Juunin-tai"" (the 10 pursuers). They make their client's dreams come true, that wish to be ""pursued"" on a train. 

(Source: ANN)",Hentai,6.02
Kijoku: Princess Double Kari,https://myanimelist.net/anime/2434/Kijoku__Princess_Double_Kari,"Distol, a prince of Asteria, had passed humiliating days as a hostage in the neighboring country Bartrage, for 8 years. His mother had been also sent to the country, but she ended up dying. Since then, he made efforts to learn fencing and acquiring the knowledge and cultures in order to protect important himself. However, one day, he knew that his sister-in-law whom he had left in his country was elected as a ""Holy Lady"" in order to seal Satan. Holy Lady would devote her life to seal Satan. Because he couldn't save his loving sister, he felt his weakness. 

Then a beautiful girl in black clothes appeared in front of him, and she said she was a witch. In exchange for a strong magic to save his sister, she imposed two conditions on him. They were that he would invade Bartrage to get the secret treasure of the royal family, and that he would kidnap Princess Irina. 

(Source: AniDB)",Hentai,5.99
Sensei no Ojikan: Doki Doki School Hours OVA,https://myanimelist.net/anime/6068/Sensei_no_Ojikan__Doki_Doki_School_Hours_OVA,"The series is centered on 27-year-old homeroom teacher Mika Suzuki (who only looks about half her age) and the eccentric and colorful students of her class. 

(Source: Wikipedia)","Comedy, School",6.6
Soukan Rensa,https://myanimelist.net/anime/3556/Soukan_Rensa,"Story 1: 
Having heard about a housewife passing down her late husband’s wealth to her daughter, two hoodlums invaded their home. After finding that the women did not have the money with them at the present time, the two men held the women hostage and used them to take care of their own personal sexual needs and desires. 

Story 2: 
A young woman accepts a job doing modeling poses for an art class. All was going well until the students demanded more out of the situation so exciting sexual encounters ensued.",Hentai,5.76
Internal Medicine,https://myanimelist.net/anime/5399/Internal_Medicine,"Makoto Sugiura has studied his whole life to become a doctor. He's looking for revenge on the doctor with a scalpel scar across his left hand. It was that doctor who is responsible for his sister's death. After finally being assigned to the right hospital, Makoto finds that the entire staff is involved in something suspicious. He decides to sleep his way to the truth, squeezing a confession out of one nurse after another until he makes his way to the top. 

(Source: AniDB)",Hentai,5.72
Feng Ji Yun Nu,https://myanimelist.net/anime/29961/Feng_Ji_Yun_Nu,"2002 OVA adaptation of Storm Riders manhua. Features Cloud, Wind, and Wave characters.","Action, Martial Arts",5.39
Ajisai no Uta,https://myanimelist.net/anime/27557/Ajisai_no_Uta,"This is a heartwarming story about a family during the Edo era. The main character, Kuritaro, lives with his father and a stray dog. Despite his mother's death, he continues to live a cheerful life.

(Source: AnimeNfo)","Comedy, Historical, Drama",
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,https://myanimelist.net/anime/442/Naruto_Movie_1__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo,"Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye.
 
Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well.","Adventure, Comedy, Historical, Supernatural, Drama, Shounen",7.13
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,https://myanimelist.net/anime/1122/Pokemon_Movie_07__Rekkuu_no_Houmonsha_Deoxys,"Satoshi and his friends travel to LaRousse, where they meet a boy named Tooi who is afraid of Pokemon due to an incident that happened four years earlier. Meanwhile, Deoxys, a Pokemon from space, has reappeared, putting a barrier around the city and kidnapping people. Rayquaza, a Pokemon that lives in the atmosphere, comes to fight it.

(Source: ANN)","Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy",7.02
Steamboy,https://myanimelist.net/anime/565/Steamboy,"Ray is a young wunderkind inventor living in Victorian England. His life is turned upside down when he receives a special package hailing from the United States, sent by his grandfather, Lloyd Steam. The package contains a device called a Steam Ball, a device so powerful that it can drive any machine that requires steam with a nearly limitless amount of energy.

Ray is instructed to not let the Steam Ball fall into the wrong hands, which include the mighty O'Hara Foundation, who desperately want to bring the Steam Ball back into their control so they can achieve their less than noble goals.

He will need to use every bit of his brilliance in order to dodge the countless goons that are sent to snatch the device from him. It will be a battle between good and evil, a battle for redemption, a battle for the future!","Action, Military, Sci-Fi, Adventure, Historical, Drama",7.37
Yu☆Gi☆Oh!: Hikari no Pyramid,https://myanimelist.net/anime/1894/Yu☆Gi☆Oh__Hikari_no_Pyramid,"Anubis, an ancient Egyptian evil that was defeated by Yugi's alter ego centuries ago, has returned to exact revenge. Wielding the power of the Eighth Millennium Item, Anubis is determined to destroy Yugi and take over the world.

(Source: ANN)","Adventure, Comedy, Fantasy, Game",6.62
Mind Game,https://myanimelist.net/anime/875/Mind_Game,"After seeing her jump onto a subway at the last second and getting her ankle crushed between the doors, Nishi reconnects with his high school sweetheart, Myon. Nishi is still very much in love with Myon, but is shocked to learn that she is engaged to another man. Nishi agrees to meet Myon's fiancé at her family's Yakitori restaurant, but members of the Yakuza storm the joint and murder Nishi when he tries to stop them from raping Myon.

Nishi, now dead, wakes up and meets a constantly shapeshifting god, who mocks him for dying. The god tells Nishi to walk into a portal and disappear from existence, which Nishi rejects, choosing instead to sprint past the god and reanimate. With a new outlook on life and knowledge of how the Yakuza are going to attack him, Nishi kills one of the Yakuza with his own gun, fleeing in a stolen car with Myon and her sister.

Acclaimed director Masaaki Yuasa's debut film, Mind Game's constantly shifting visuals tell a story about living one's life without regrets that is unlike any other.","Adventure, Comedy, Dementia, Psychological, Romance",7.8
Kakurenbo,https://myanimelist.net/anime/1192/Kakurenbo,"Among the high rises of steel pipes, meshed power lines, and faded neon lights, exists a game that children dare to play within the ruins of the old city.

""Otokoyo,"" a secret game of hide-and-seek, one where all who play wear fox masks and only begins when seven have gathered. But it is no normal game, as all who have played it have gone missing. Many whisper it is the work of demons, but that is just a rumor... or is it?

Kakurenbo follows the story of seven children as they play Otokoyo for the first time and discover why if you play, you never return.","Horror, Psychological, Supernatural",6.81
Konjiki no Gash Bell!!: 101 Banme no Mamono,https://myanimelist.net/anime/844/Konjiki_no_Gash_Bell__101_Banme_no_Mamono,"During the Summer holidays, Gash and gang decide to head for Fuji Mountain for a picnic gathering. There, they encounter a girl with a white magical book. Her name is Kotoha and her book has a message saying that Gash's mother is located a cave in the forest. However, when they eventually found the cave, there was already a blond-haired youth by the name of Wiseman. In order to rescue Wiseman, Gash and the others attempt to proceed into the depths of the cave and stumble upon the entrance to another world. Soon later, the strongest warrior, the Black Knight, appeared before them. Thinking that Gash was the one who stole the 101th magical book, the Black Knight started to attack them. Gash and Kiyomaro have to find the real criminal in exactly 24 hours, or else they will be stuck in the alternative world forever.","Adventure, Shounen, Supernatural",7.3
